form	lemma	POS	morph
སྐབས་	སྐབས་	NOUN
དང་	དང་	NO_POS
སྤུ་	སྤུ་	NOUN
ནི་	ནི་	NO_POS
མཉམ་པ་	མཉམ་པ་	VERB
དང་	དང་	NO_POS
།།		PUNCT
ཕྱག་	ཕྱག་	NOUN
རིང་	རིང་	NOUN
རྒྱ་	རྒྱ་	VERB
དང་	དང་	NO_POS
སྙན་	སྙན་	NOUN
མཉམ་	མཉམ་	VERB
དང་	དང་	NO_POS
།།		PUNCT
ཉམས་པ་	ཉམས་པ་	VERB
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
སྤངས་པ་	སྤངས་པ་	VERB
དང་	དང་	NO_POS
།།		PUNCT
		
དཔྲལ་བ་	དཔྲལ་བ་	NOUN
ལེགས་པ་	ལེགས་པ་	VERB
ར་	ལ་	PART
འབྱེས་པ་	འབྱེས་པ་	NO_POS
དང་	དང་	NO_POS
།།		PUNCT
དབྱེ་		
ཆེ་བ་	ཆེ་བ་	VERB
དང་	དང་	NO_POS
དབུ་	དབུ་	NOUN
རྒྱ་	རྒྱ་	VERB
དང་	དང་	NO_POS
།།		PUNCT
དབུ་སྐྲ་	དབུ་སྐྲ་	OTHER
བུང་བ་	བུང་བ་	NOUN
ལྟ་	ལྟ་	OTHER
གནག་	གནག་	VERB
དང་	དང་	NO_POS
།།		PUNCT
སྟུག་	སྟུག་	NO_POS
དང་	དང་	NO_POS
འཇམ་	འཇམ་	VERB
དང་	དང་	NO_POS
མ་	མ་	PART
འཛིངས་	འཛིངས་	VERB
དང་	དང་	NO_POS
།།		PUNCT
		
མི་	མི་	PART
བཤོར་	བཤོར་	VERB
དྲི་ཞིམ་	དྲི་ཞིམ་	NOUN
སྐྱེས་བུ་	སྐྱེས་བུ་	NOUN
ཡི་	གི་	PART
།།		PUNCT
ཡིད་	ཡིད་	NOUN
ནི་	ནི་	NO_POS
འཕྲོག་པ་	འཕྲོག་པ་	VERB
ར་	ལ་	PART
བྱེད་པ་	བྱེད་པ་	VERB
དང་	དང་	NO_POS
།།		PUNCT
དཔལ་	དཔལ་	OTHER
གྱི་	གི་	PART
བེའུ་	བེའུ་	NOUN
དང་	དང་	NO_POS
བཀྲ་ཤིས་	བཀྲ་ཤིས་	NOUN
ནི་	ནི་	NO_POS
།།		PUNCT
གཡུང་དྲུང་	གཡུང་དྲུང་	OTHER
འཁྱིལ་	འཁྱིལ་	NO_POS
བ་	བ་	ADP
བརྒྱན་པ་	བརྒྱན་པ་	VERB
སྟེ་	སྟེ་	PART
།།		PUNCT
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
དཔེ་བྱད་	དཔེ་བྱད་	NOUN
བཟང་པོ་	བཟང་པོ་	ADJ
ར་	ལ་	PART
བཞེད་	བཞེད་	VERB
།།		PUNCT
		
ཅེས་	ཅེས་	PART
སོ་	གོ་	PART
།།		PUNCT
བཞི་པ་	བཞི་པ་	ADJ
སྤྲུལ་སྐུ་	སྤྲུལ་སྐུ་	NOUN
ལ་	ལ་	PART
གསུམ་	གསུམ་	NUM
།		PUNCT
དུས་	དུས་	NOUN
དང་	དང་	NO_POS
།		PUNCT
གང་	གང་	NO_POS
གི་	གི་	PART
དོན་	དོན་	NOUN
དང་	དང་	NO_POS
།		PUNCT
རྒྱུན་	རྒྱུན་	NOUN
མི་	མི་	PART
ཆད་པ་	ཆད་པ་	VERB
འི་	གི་	PART
ཚུལ་	ཚུལ་	NOUN
ལོ་	གོ་	PART
། །		PUNCT
དང་པོ་	དང་པོ་	ADJ
དུས་	དུས་	NOUN
ནི་	ནི་	NO_POS
།		PUNCT
གང་	གང་	NO_POS
གི་	གི་	PART
སྲིད་པ་	སྲིད་པ་	VERB
ཇི་སྲིད་པ་	ཇི་སྲིད་པ་	PRON
ར་	ལ་	PART
།།		PUNCT
ཞེ་	ཅེས་	PART
སོ་	གོ་	PART
།།		PUNCT
གཉིས་པ་	གཉིས་པ་	NUM
གང་	གང་	NO_POS
གི་	གི་	PART
དོན་	དོན་	NOUN
མཛད་པ་	མཛད་པ་	VERB
ནི་	ནི་	NO_POS
།		PUNCT
འགྲོ་	འགྲོ་	VERB
ལ་	ལ་	PART
ཕན་པ་	ཕན་པ་	VERB
སྣ་ཚོགས་	སྣ་ཚོགས་	DET
དག་	དག་	DET
།		PUNCT
མཉམ་	མཉམ་	VERB
དུ་	ལ་	PART
མཛད་པ་	མཛད་པ་	VERB
འི་	གི་	PART
སྐུ་	སྐུ་	NOUN
དེ་	སྟེ་	PART
ནི་	ནི་	NO_POS
།།		PUNCT
ཞེ་	ཅེས་	PART
སོ་	གོ་	PART
།།		PUNCT
གསུམ་པ་	གསུམ་པ་	NUM
རྒྱུན་	རྒྱུན་	NOUN
མི་	མི་	PART
ཆད་པ་	ཆད་པ་	VERB
འི་	གི་	PART
ཚུལ་	ཚུལ་	NOUN
ནི་	ནི་	NO_POS
།		PUNCT
ཐུབ་པ་	ཐུབ་པ་	VERB
འི་	གི་	PART
སྤྲུལ་སྐུ་	སྤྲུལ་སྐུ་	NOUN
རྒྱུན་	རྒྱུན་	NOUN
མི་	མི་	PART
འཆད་	འཆད་	VERB
།།		PUNCT
		
ཅེས་	ཅེས་	PART
སོ་	གོ་	PART
།།		PUNCT
ལྔ་པ་	ལྔ་པ་	NUM
ཆོས་སྐུ་	ཆོས་སྐུ་	NOUN
འི་	གི་	PART
མཛད་པ་	མཛད་པ་	VERB
ནི་	ནི་	NO_POS
གསུམ་	གསུམ་	NUM
།		PUNCT
དང་པོ་	དང་པོ་	ADJ
འཇུག་ཡུལ་	འཇུག་ཡུལ་	NO_POS
རྒྱུན་	རྒྱུན་	NOUN
མི་འཆད་པ་	མི་འཆད་པ་	NO_POS
།		PUNCT
ཕྲིན་ལས་	ཕྲིན་ལས་	NOUN
ཉི་ཤུ་	ཉི་ཤུ་	NUM
རྩ་	རྩ་	NUM
བདུན་	བདུན་	NUM
བཤད་པ་	བཤད་པ་	VERB
།		PUNCT
དོན་	དོན་	NOUN
བསྡུ་བ་	བསྡུ་བ་	VERB
འོ་	གོ་	PART
། །		PUNCT
དང་པོ་	དང་པོ་	ADJ
འཇུག་ཡུལ་	འཇུག་ཡུལ་	NO_POS
རྒྱུན་	རྒྱུན་	NOUN
མི་འཆད་པ་	མི་འཆད་པ་	NO_POS
ནི་	ནི་	NO_POS
།		PUNCT
དེ་བཞིན་	དེ་བཞིན་	OTHER
འཁོར་བ་	འཁོར་བ་	NOUN
ཇི་སྲིད་	ཇི་སྲིད་	PRON
འདི་	འདི་	DET
འི་	གི་	PART
།།		PUNCT
ལ་	ལ་	ADP
ས་	གིས་	PART
ནི་	ནི་	NO_POS
རྒྱུན་	རྒྱུན་	NOUN
མི་འཆད་པ་	མི་འཆད་པ་	NO_POS
ར་	ལ་	PART
འདོད་	འདོད་	VERB
།།		PUNCT
ཅེས་	ཅེས་	PART
སོ་	གོ་	PART
།།		PUNCT
གཉིས་པ་	གཉིས་པ་	NUM
ཕྲིན་ལས་	ཕྲིན་ལས་	NOUN
ཉི་ཤུ་	ཉི་ཤུ་	NUM
རྩ་	རྩ་	NUM
བདུན་	བདུན་	NUM
བཤད་པ་	བཤད་པ་	VERB
ནི་	ནི་	NO_POS
།		PUNCT
འགྲོ་	འགྲོ་	VERB
རྣམ་	རྣམ་	NOUN
ཞི་བ་	ཞི་བ་	VERB
འི་	གི་	PART
ལ་	ལ་	ADP
ས་	གིས་	PART
དང་	དང་	NO_POS
ནི་	ནི་	NO_POS
།།		PUNCT
བསྡུ་	བསྡུ་	VERB
རྣམ་	རྣམ་	NOUN
བཞི་	བཞི་	NUM
ལ་	ལ་	PART
འགོད་པ་	འགོད་པ་	VERB
དང་	དང་	NO_POS
།།		PUNCT
		
ཀུན་	ཀུན་	DET
ན་	ནས་	PART
ཉོན་མོངས་	ཉོན་མོངས་	NOUN
བཅས་པ་	བཅས་པ་	VERB
ཡི་	གི་	PART
།།		PUNCT
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
བྱང་བ་	བྱང་བ་	VERB
རྟོགས་པ་	རྟོགས་པ་	VERB
དང་	དང་	NO_POS
།།		PUNCT
སེམས་ཅན་	སེམས་ཅན་	NOUN
རྣམས་	རྣམས་	DET
དོན་	དོན་	NOUN
ཇི་བཞིན་	ཇི་བཞིན་	OTHER
གྱི་	གི་	PART
།།		PUNCT
དོན་	དོན་	NOUN
དང་	དང་	NO_POS
ཕ་རོལ་	ཕ་རོལ་	NOUN
ཕྱིན་	ཕྱིན་	VERB
དྲུག་	དྲུག་	NUM
དང་	དང་	NO_POS
།།		PUNCT
		
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
ལམ་	གམ་	PART
དང་	དང་	NO_POS
རང་བཞིན་	རང་བཞིན་	NOUN
གྱིས་	གིས་	PART
།།		PUNCT
སྟོང་པ་ཉིད་	སྟོང་པ་ཉིད་	NOUN
དང་	དང་	NO_POS
གཉིས་	གཉིས་	NUM
ཟད་	ཟད་	VERB
དང་	དང་	NO_POS
།།		PUNCT
བརྡ་	བརྡ་	NOUN
དང་	དང་	NO_POS
དམིགས་པ་	དམིགས་པ་	VERB
མེད་པ་	མེད་པ་	VERB
དང་	དང་	NO_POS
།།		PUNCT
ལུས་ཅན་	ལུས་ཅན་	NOUN
རྣམས་	རྣམས་	DET
ནི་	ནི་	NO_POS
ཡོངས་	ཡོངས་	DET
སྨིན་	སྨིན་	VERB
དང་	དང་	NO_POS
།།		PUNCT
		
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
སེམས་དཔ་	སེམས་དཔའ་	NOUN
འི་	གི་	PART
ལམ་	གམ་	PART
དང་	དང་	NO_POS
ནི་	ནི་	NO_POS
།།		PUNCT
མངོན་པ་	མངོན་པ་	OTHER
ཞེན་པ་	ཞེན་པ་	VERB
ཟློག་པ་	ཟློག་པ་	VERB
དང་	དང་	NO_POS
།།		PUNCT
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
ཐོབ་	ཐོབ་	VERB
དང་	དང་	NO_POS
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
ཞིང་	ཅིང་	PART
།།		PUNCT
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
དག་	དག་	DET
དང་	དང་	NO_POS
ངེས་པ་	ངེས་པ་	VERB
དང་	དང་	NO_POS
།།		PUNCT
		
སེམས་ཅན་	སེམས་ཅན་	NOUN
དོན་	དོན་	NOUN
ནི་	ནི་	NO_POS
ཚད་	ཚད་	NOUN
མེད་	མེད་	VERB
དང་	དང་	NO_POS
།།		PUNCT
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
རྟེན་	རྟེན་	NOUN
སོགས་	སོགས་	DET
ཡོན་ཏན་	ཡོན་ཏན་	NOUN
དང་	དང་	NO_POS
།།		PUNCT
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
ཡན་ལག་	ཡན་ལག་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
རྣམས་	རྣམས་	DET
ནི་	ནི་	NO_POS
།།		PUNCT
ཆུད་	ཆུད་	VERB
མི་	མི་	PART
ཟ་	ཟ་	VERB
དང་	དང་	NO_POS
བདེན་	བདེན་	VERB
མཐོང་	མཐོང་	VERB
དང་	དང་	NO_POS
།།		PUNCT
		
ཕྱིན་	ཕྱིན་	VERB
ཅི་	ཅི་	NO_POS
ལོག་	ལོག་	VERB
ནི་	ནི་	NO_POS
སྤངས་པ་	སྤངས་པ་	VERB
དང་	དང་	NO_POS
།།		PUNCT
དེ་	སྟེ་	PART
གཞི་མེད་པ་	གཞི་མེད་པ་	ADJ
འི་	གི་	PART
ཚུལ་	ཚུལ་	NOUN
དང་	དང་	NO_POS
ནི་	ནི་	NO_POS
།།		PUNCT
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
བྱང་	བྱང་	NOUN
དང་	དང་	NO_POS
ཚོགས་	ཚོགས་	NOUN
དང་	དང་	NO_POS
ནི་	ནི་	NO_POS
།།		PUNCT
འདུས་བྱས་	འདུས་བྱས་	NOUN
འདུས་མ་བྱས་པ་	འདུས་མ་བྱས་པ་	NO_POS
ལ་	ལ་	PART
།།		PUNCT
		
ཐ་དད་	ཐ་དད་	ADJ
ཡོངས་སུ་	ཡོངས་སུ་	NO_POS
མི་	མི་	PART
ཤེ་	ཤེ་	VERB
དང་	དང་	NO_POS
།།		PUNCT
མྱ་ངན་	མྱ་ངན་	NOUN
འདའ་	འདའ་	VERB
ལ་	ལ་	PART
འགོད་པ་	འགོད་པ་	VERB
སྟེ་	སྟེ་	PART
།།		PUNCT
ཆོ་	ཆོ་	NOUN
ཀྱི་	གི་	PART
སྐུ་	སྐུ་	NOUN
ཡི་	གི་	PART
ཕྲིན་ལས་	ཕྲིན་ལས་	NOUN
ནི་	ནི་	NO_POS
།།		PUNCT
རྣམ་པ་	རྣམ་པ་	NOUN
ཉི་ཤུ་	ཉི་ཤུ་	NUM
བདུན་	བདུན་	NUM
དུ་	ལ་	PART
བཞེད་	བཞེད་	VERB
།།		PUNCT
		
ཅེས་	ཅེས་	PART
སོ་	གོ་	PART
།།		PUNCT
ཤེས་རབ་	ཤེས་རབ་	NOUN
ཀྱི་	གི་	PART
ཕ་རོལ་	ཕ་རོལ་	NOUN
ཏུ་	ལ་	PART
ཕྱིན་པ་	ཕྱིན་པ་	VERB
འི་	གི་	PART
མན་ངག་	མན་ངག་	NOUN
གི་	གི་	PART
བསྟན་བཅོས་	བསྟན་བཅོས་	NOUN
མངོན་པ་	མངོན་པ་	OTHER
རྟོགས་པ་	རྟོགས་པ་	VERB
འི་	གི་	PART
རྒྱན་	རྒྱན་	NOUN
གྱི་	གི་	PART
ཚིག་ལེའུ་	ཚིག་ལེའུ་	OTHER
ར་	ལ་	PART
བྱས་་	བྱས་བ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
སྐབས་	སྐབས་	NOUN
བརྒྱད་པ་	བརྒྱད་པ་	NUM
འོ་	གོ་	PART
།། །།		PUNCT
གསུམ་པ་	གསུམ་པ་	NUM
མཇུག་	མཇུག་	NOUN
གི་	གི་	PART
དོན་	དོན་	NOUN
།		PUNCT
བསྡུས་དོན་	བསྡུས་དོན་	NOUN
རྣམ་	རྣམ་	NOUN
གྲངས་	གྲངས་	NOUN
གཞན་	གཞན་	DET
བསྟན་པ་	བསྟན་པ་	VERB
ལ་	ལ་	PART
གཉིས་	གཉིས་	NUM
།		PUNCT
དྲུག་	དྲུག་	NUM
ཏུ་	ལ་	PART
བཤད་པ་	བཤད་པ་	VERB
།		PUNCT
གསུམ་	གསུམ་	NUM
དུ་	ལ་	PART
བསྡུ་བ་	བསྡུ་བ་	VERB
འོ་	གོ་	PART
། །		PUNCT
དང་པོ་	དང་པོ་	ADJ
དྲུག་	དྲུག་	NUM
ཏུ་	ལ་	PART
བཤད་པ་	བཤད་པ་	VERB
ནི་	ནི་	NO_POS
།		PUNCT
མཚན་ཉིད་	མཚན་ཉིད་	NOUN
དེ་	སྟེ་	PART
ཡི་	གི་	PART
སྦྱོར་བ་	སྦྱོར་བ་	VERB
དང་	དང་	NO_POS
།།		PUNCT
དེ་	སྟེ་	PART
རབ་	རབ་	ADV
དེ་	སྟེ་	PART
ཡི་	གི་	PART
གོ་རིམས་	གོ་རིམས་	NOUN
དང་	དང་	NO_POS
།།		PUNCT
དེ་	སྟེ་	PART
མཐའ་	མཐའ་	NOUN
དེ་	སྟེ་	PART
ཡི་	གི་	PART
རྣམ་སྨིན་	རྣམ་སྨིན་	NOUN
ནི་	ནི་	NO_POS
།།		PUNCT
དོན་བསྡུས་	དོན་བསྡུས་	NOUN
གཞན་	གཞན་	DET
དེ་	སྟེ་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
དྲུག་	དྲུག་	NUM
།		PUNCT
		
ཅེས་	ཅེས་	PART
སོ་	གོ་	PART
།།		PUNCT
གཉིས་པ་	གཉིས་པ་	NUM
གྲངས་	གྲངས་	NOUN
གསུམ་	གསུམ་	NUM
དུ་	ལ་	PART
བསྡུ་བ་	བསྡུ་བ་	VERB
ནི་	ནི་	NO_POS
།		PUNCT
ཡུལ་	ཡུལ་	NOUN
ནི་	ནི་	NO_POS
རྣམ་པ་	རྣམ་པ་	NOUN
གསུམ་པོ་	གསུམ་པོ་	NUM
རྒྱུ་	རྒྱུ་	NOUN
།།		PUNCT
སྦྱོར་བ་	སྦྱོར་བ་	VERB
བཞི་	བཞི་	NUM
ཡི་	གི་	PART
བདག་ཉིད་	བདག་ཉིད་	NOUN
དང་	དང་	NO_POS
།།		PUNCT
ཆོས་སྐུ་	ཆོས་སྐུ་	NOUN
ཕྲིན་ལས་	ཕྲིན་ལས་	NOUN
འབྲས་བུ་	འབྲས་བུ་	NOUN
ནི་	ནི་	NO_POS
།།		PUNCT
དོན་བསྡུས་	དོན་བསྡུས་	NOUN
གཞན་	གཞན་	DET
ཏེ་	སྟེ་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
གསུམ་	གསུམ་	NUM
།།		PUNCT
		
ཅེས་	ཅེས་	PART
སོ་	གོ་	PART
།		PUNCT
འཕགས་པ་	འཕགས་པ་	VERB
ཤེས་རབ་	ཤེས་རབ་	NOUN
ཀྱི་	གི་	PART
ཕ་རོལ་	ཕ་རོལ་	NOUN
ཏུ་	ལ་	PART
ཕྱིན་པ་	ཕྱིན་པ་	VERB
འི་	གི་	PART
མན་ངག་	མན་ངག་	NOUN
གི་	གི་	PART
བསྟན་བཅོས་	བསྟན་བཅོས་	NOUN
མངོན་པ་	མངོན་པ་	OTHER
རྟོཌ་པ་	རྟོཌ་པ་	NON_WORD
འི་	གི་	PART
རྒྱན་	རྒྱན་	NOUN
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
རྗེ་བཙུན་	རྗེ་བཙུན་	NOUN
བྱམས་པ་	བྱམས་པ་	PROPN
མགོན་པོ་	མགོན་པོ་	NOUN
ས་	གིས་	PART
མཛད་པ་	མཛད་པ་	VERB
རྫོགས་	རྫོགས་	VERB
སོ་	གོ་	PART
།། །།		PUNCT
རྒྱ་གར་	རྒྱ་གར་	PROPN
གྱི་	གི་	PART
མཁན་པོ་	མཁན་པོ་	NOUN
བིདྱ་		NON_WORD
ཀ་ར་	ཀ་ར་	OTHER
པྲ་	པྲ་	NOUN
བྷ་	བྷ་	NO_POS
དང་	དང་	NO_POS
།		PUNCT
ཞུ་ཆེན་	ཞུ་ཆེན་	OTHER
གྱི་	གི་	PART
ལོ་	གོ་	PART
ཙཱ་	ཙཱ་	NO_POS
བན་	བན་	OTHER
དྷེ་		NON_WORD
དཔལ་	དཔལ་	OTHER
བརྩེགས་	བརྩེགས་	NO_POS
ཀྱིས་	གིས་	PART
བསྒྱུར་	བསྒྱུར་	VERB
ཅིང་	ཅིང་	PART
ཞུ་	ཞུ་	VERB
ཏེ་	སྟེ་	PART
གཏན་	གཏན་	NOUN
ལ་	ལ་	PART
ཕབ་པ་	ཕབ་པ་	VERB
འོ་	གོ་	PART
།།		PUNCT
སླད་	སླད་	NOUN
ཀྱིས་	གིས་	PART
རྒྱ་གར་	རྒྱ་གར་	PROPN
གྱི་	གི་	PART
མཁན་པོ་	མཁན་པོ་	NOUN
དཔལ་	དཔལ་	OTHER
གོ་མི་	གོ་མི་	PART
འཆི་མེད་	འཆི་མེད་	NOUN
